file,signage_detail_raw,signage_detail_clean,walkable_ground_raw,walkable_ground_clean,vertical_hardscape_raw,vertical_hardscape_clean
Park_Ave_West/north_to_south/014_n00232_S_L.jpg,3.420741230249405,3.253801410086453,4.572235971689224,4.6981520019471645,5.776455973275006,5.777306380216032
east_35th_street/west_to_east/002_n00315_E_R.jpg,4.460718981921673,4.380428581498563,3.797052225098014,3.4193975226953626,5.152191465254873,5.049660214688629
Park_Ave_Tunnel_Segment/east_to_west/050_n00166_W_L.jpg,4.325088370591402,3.919965174049139,4.574969531968236,4.6095136646181345,5.0017251879908144,5.030829216353595
east_35th_street/east_to_west/022_n00339_W_R.jpg,4.372399190440774,4.460862757638097,4.402325216680765,4.3717040829360485,5.159377327887341,5.1640970767475665
madison_avenue/south_to_north/017_n00739_N_L.jpg,5.188943492248654,5.096196467988193,4.343167312443256,4.198179599829018,6.265320398262702,6.290737577131949
east_39th_street/west_to_east/025_n00526_E_R.jpg,5.846373094653245,5.809922858024947,4.880579459946603,4.8837001314386725,5.328479993157089,5.723110765917227
east_35th_street/east_to_west/003_n00358_W_R.jpg,1.9114292962476611,1.7533587627112865,4.44093516562134,4.5011773603037,4.423823606222868,4.3802924528717995
east_39th_street/west_to_east/007_n00508_E_L.jpg,4.938419771846384,4.819560883566737,5.025421726983041,4.957943621091545,6.716565372887999,6.699961054138839
east_40th_street/east_to_west/040_n00555_W_L.jpg,4.500056836754084,4.533818582072854,4.2767439521849155,4.324484080076218,6.254359007813036,6.17953665391542
east_39th_street/east_to_west/039_n00510_W_R.jpg,5.619462139206007,5.222309418255463,5.197335515869781,5.0593129699118435,6.3892182930139825,6.266680259723216
east_36th_street/east_to_west/020_n00388_W_R.jpg,3.2921707136556506,3.240540458355099,3.2704454883933067,3.3935711104422808,4.711138402111828,4.699117329902947
east_37th_street/east_to_west/026_n00429_W_L.jpg,3.946494451723993,3.819194156676531,3.374834066722542,3.218543571420014,4.851567826233804,4.831204513087869
east_42nd_street/east_to_west/040_n00649_W_L.jpg,5.412814405979589,5.264525348087773,5.169571001082659,5.1365474835038185,6.624564995523542,6.604198549932335
3rd_avenue/south_to_north/012_n00091_N_R.jpg,4.786730976309627,4.572965160943568,5.234649255871773,5.231175606139004,4.917547729332,4.850503225810826
east_35th_street/west_to_east/006_n00319_E_L.jpg,3.604685381986201,3.7156816222704947,5.155182846821845,5.192794873379171,4.788197388872504,4.711109128315002
1st_avenue/south_to_north/001_n00000_N_R.jpg,5.1200287425890565,4.740479912608862,4.94332293048501,4.866051441989839,6.182647409033962,6.2709852564148605
Park_Ave_Tunnel_Segment/west_to_east/047_n00198_E_L.jpg,3.5754502583295107,3.513156927190721,4.993561925366521,5.141592847183347,5.040830928832293,5.199753273278475
tudor_city_place/north_to_south/006_n00760_S_L.jpg,4.907515276223421,4.988272544927895,5.143133556935936,5.210641724057496,5.261765888426453,5.260968319373205
east_35th_street/west_to_east/024_n00337_E_R.jpg,5.600493689416908,5.5487382595893,5.006956179160625,5.0848062564618886,5.125506775453687,5.035167046356946
3rd_avenue/north_to_south/029_n00085_S_L.jpg,5.513751574209891,5.528825695393607,5.006956179160625,5.03853760054335,5.124008278362453,4.998918411321938
madison_avenue/south_to_north/001_n00723_N_L.jpg,5.402880826033652,5.572078746277839,4.8377185091376305,4.773451821878552,6.06938367523253,6.225367066101171
2nd_avenue/north_to_south/025_n00055_S_R.jpg,5.113838494289666,4.967951928498223,4.872738100588322,4.919573932886124,4.565337622538209,4.580573956482112
1st_avenue/south_to_north/017_n00016_N_R.jpg,4.152293771505356,3.965773019939661,4.633170410990715,4.25318881124258,4.119032673537731,4.006129093468189
Park_Ave_East/south_to_north/027_n00140_N_R.jpg,5.211897891014814,5.030995369423181,5.153264181688428,5.143606823403388,6.824598966049962,6.825056904053781
