file,node_id,side,GVI,VEI,face_id,variant,vertical_greenery,green_eye_level,enclosure
1st_avenue/south_to_north/14_n00014_N.jpg,n00014,W,11.544927849505664,0.714707182126892,f1,solo,3.0,3.0,3.0
east_40th_street/west_to_east/44_n00592_E.jpg,n00592,W,3.0315629399851263,0.8084679624090285,f22,solo,1.0,2.0,3.0
east_37th_street/east_to_west/02_n00444_W.jpg,n00444,W,7.479514881056557,0.5775686029736506,f18,solo,3.0,5.0,3.0
madison_avenue/north_to_south/26_n00730_S.jpg,n00730,W,0.9120077282826092,0.7967849292734532,f26,solo,1.0,3.0,3.0
1st_avenue/north_to_south/13_n00031_S.jpg,n00031,W,0.1900392824759325,0.5824531313236516,f1,solo,1.0,1.0,3.0
east_36th_street/east_to_west/06_n00402_W.jpg,n00402,W,3.608770001102164,0.4713571057628238,f17,solo,3.0,3.0,3.0
east_36th_street/east_to_west/31_n00377_W.jpg,n00377,W,1.9639273653561808,0.7698148213524176,f17,solo,2.0,3.0,3.0
east_36th_street/west_to_east/34_n00394_E.jpg,n00394,W,5.012017685608809,0.7615069670237822,f17,solo,1.0,1.0,3.0
east_37th_street/west_to_east/30_n00438_E.jpg,n00438,W,2.048509439492223,0.6968812805053648,f18,solo,2.0,3.0,3.0
1st_avenue/north_to_south/17_n00027_S.jpg,n00027,W,0.0948283243357292,0.531274004450575,f1,solo,1.0,1.0,3.0
east_36th_street/west_to_east/40_n00400_E.jpg,n00400,W,6.69588195438706,0.4880169207942819,f17,solo,3.0,3.0,3.0
east_39th_street/east_to_west/01_n00548_W.jpg,n00548,W,0.1213496189700871,0.5779977827217219,f21,solo,1.0,1.0,3.0
1st_avenue/south_to_north/38_n00039_N.jpg,n00039,W,1.7744910366568585,0.5980649727436176,f1,solo,1.0,1.0,3.0
east_37th_street/east_to_west/01_n00445_W.jpg,n00445,W,6.892791263170178,0.5899872469669949,f18,solo,3.0,3.0,3.0
east_34th_street/east_to_west/20_n00294_W.jpg,n00294,W,3.491646893706935,0.8749382907821146,f15,solo,1.0,2.0,3.0
madison_avenue/south_to_north/01_n00723_N.jpg,n00723,W,0.6164888858365369,0.8711278270084829,f26,solo,1.0,1.0,3.0
east_41st_street/west_to_east/43_n00637_E.jpg,n00637,W,5.254105597165128,0.8283909891713649,f23,solo,2.0,3.0,3.0
Park_Ave_East/south_to_north/03_n00117_N.jpg,n00117,W,8.482451273457235,0.8849640910754822,f4,solo,3.0,3.0,3.0
2nd_avenue/south_to_north/17_n00063_N.jpg,n00063,W,3.622861298568729,0.8306809111043749,f2,solo,1.0,2.0,3.0
east_38th_street/west_to_east/44_n00498_E.jpg,n00498,W,4.835220122281084,0.8466246389104166,f20,solo,1.0,3.0,3.0
east_39th_street/west_to_east/17_n00518_E.jpg,n00518,W,1.7463292147398632,0.8663504585521827,f21,solo,3.0,3.0,3.0
east_40th_street/east_to_west/37_n00558_W.jpg,n00558,W,1.1929905072650784,0.8881758750569347,f22,solo,1.0,2.0,3.0
lexington_avenue/north_to_south/19_n00702_S.jpg,n00702,W,0.5174772628227206,0.8265057504461943,f25,solo,1.0,1.0,3.0
2nd_avenue/south_to_north/21_n00067_N.jpg,n00067,W,0.0223825516708892,0.8809695721744752,f2,solo,1.0,1.0,3.0
east_40th_street/west_to_east/25_n00573_E.jpg,n00573,W,0.3038854724259217,0.8667002245221009,f22,solo,1.0,1.0,3.0
madison_avenue/north_to_south/01_n00755_S.jpg,n00755,W,0.1095302385899195,0.8714831635601491,f26,solo,1.0,1.0,3.0
east_35th_street/east_to_west/15_n00345_W.jpg,n00345,W,7.2529913670032276,0.829783726997147,f16,solo,2.0,3.0,3.0
east_41st_street/west_to_east/36_n00630_E.jpg,n00630,W,0.5624429311980986,0.8738359479468396,f23,solo,1.0,1.0,3.0
east_34th_street/east_to_west/30_n00284_W.jpg,n00284,W,2.7496719834651278,0.9029837491290316,f15,solo,1.0,2.0,3.0
east_38th_street/east_to_west/30_n00472_W.jpg,n00472,W,2.0976228800443355,0.9007394370237424,f20,solo,1.0,2.0,3.0
east_34th_street/east_to_west/42_n00272_W.jpg,n00272,W,0.4998325628357205,0.9201551936260268,f15,solo,1.0,2.0,3.0
east_34th_street/west_to_east/30_n00296_E.jpg,n00296,W,3.491671596180453,0.8915579693478789,f15,solo,2.0,3.0,3.0
lexington_avenue/south_to_north/12_n00700_N.jpg,n00700,W,0.7938973305077316,0.8917939966825986,f25,solo,1.0,2.0,3.0
east_34th_street/east_to_west/26_n00288_W.jpg,n00288,W,4.631744831510504,0.9212481047892108,f15,solo,1.0,2.0,3.0
3rd_avenue/north_to_south/05_n00109_S.jpg,n00109,W,0.5331674539378376,0.8987257356780256,f3,solo,1.0,1.0,3.0
east_42nd_street/east_to_west/13_n00674_W.jpg,n00674,W,1.673546051836296,0.9100503576869678,f24,solo,1.0,1.0,5.0
east_35th_street/west_to_east/19_n00332_E.jpg,n00332,W,4.022018439249885,0.9089593574032474,f16,solo,1.0,2.0,3.0
east_34th_street/east_to_west/29_n00285_W.jpg,n00285,W,1.3106253469175748,0.9261678327651764,f15,solo,1.0,1.0,3.0
east_38th_street/west_to_east/11_n00465_E.jpg,n00465,W,4.596592588998024,0.8954366349224304,f20,solo,3.0,3.0,3.0
lexington_avenue/north_to_south/01_n00721_S.jpg,n00721,W,0.0203202530131967,0.8915137142059036,f25,solo,1.0,1.0,3.0
3rd_avenue/north_to_south/12_n00102_S.jpg,n00102,W,2.0959043738188905,0.8999478600475814,f3,solo,2.0,3.0,3.0
east_34th_street/east_to_west/46_n00268_W.jpg,n00268,W,0.1849465880575287,0.9158744603519064,f15,solo,1.0,1.0,3.0
east_39th_street/east_to_west/30_n00519_W.jpg,n00519,W,1.4725893400857375,0.92807620212359,f21,solo,1.0,1.0,3.0
lexington_avenue/south_to_north/29_n00718_N.jpg,n00718,W,0.0,0.940277757708284,f25,solo,1.0,1.0,3.0
east_42nd_street/east_to_west/27_n00660_W.jpg,n00660,W,0.0526855833259087,0.9305756450924086,f24,solo,1.0,1.0,5.0
madison_avenue/south_to_north/30_n00752_N.jpg,n00752,W,1.707986918087546,0.940234195198726,f26,solo,1.0,2.0,3.0
east_34th_street/west_to_east/04_n00270_E.jpg,n00270,W,0.0733134758139743,0.937323118148722,f15,solo,1.0,1.0,5.0
east_41st_street/west_to_east/04_n00598_E.jpg,n00598,W,0.0,0.9550188246155392,f23,solo,1.0,1.0,3.0
east_41st_street/west_to_east/21_n00615_E.jpg,n00615,W,0.1923086222421257,0.9597037269560644,f23,solo,1.0,1.0,5.0
east_41st_street/west_to_east/39_n00633_E.jpg,n00633,W,4.739042813630073,0.9373423554282768,f23,solo,1.0,3.0,3.0
east_42nd_street/west_to_east/08_n00648_E.jpg,n00648,W,0.0009419645047933,0.9439271289513316,f24,solo,1.0,1.0,3.0
east_35th_street/east_to_west/44_n00316_W.jpg,n00316,W,6.549476249263984,0.93930787065595,f16,solo,3.0,3.0,3.0
east_42nd_street/east_to_west/16_n00671_W.jpg,n00671,W,0.0,0.9295575599119972,f24,solo,3.0,1.0,5.0
lexington_avenue/north_to_south/08_n00714_S.jpg,n00714,W,0.1216584452625515,0.937147274535002,f25,solo,1.0,1.0,3.0
east_39th_street/west_to_east/16_n00517_E.jpg,n00517,W,1.8491314561916563,0.9315762024118648,f21,solo,1.0,1.0,3.0
east_42nd_street/east_to_west/26_n00661_W.jpg,n00661,W,0.1926988890087937,0.9293001990792286,f24,solo,1.0,1.0,7.0
