file,signage_detail_raw,signage_detail_erased,signage_detail_told,walkable_ground_raw,walkable_ground_erased,walkable_ground_told,vertical_hardscape_raw,vertical_hardscape_erased,vertical_hardscape_told
Park_Ave_West/north_to_south/014_n00232_S_L.jpg,3.420741230249405,3.235270297154784,3.4766486920416355,4.572235971689224,4.621661690995097,5.1925634909421206,5.776455973275006,5.874851553700864,5.601723016938195
east_35th_street/west_to_east/002_n00315_E_R.jpg,4.460718981921673,4.363518669269979,4.718115692958236,3.797052225098014,3.4627551129087806,4.620969703420997,5.152191465254873,5.0989485322497785,5.337240057531744
Park_Ave_Tunnel_Segment/east_to_west/050_n00166_W_L.jpg,4.325088370591402,3.8529119063168764,4.22039170563221,4.574969531968236,4.526352601125836,5.035132581368089,5.0017251879908144,5.021949186455458,5.088749036658555
east_35th_street/east_to_west/022_n00339_W_R.jpg,4.372399190440774,4.509251564741135,4.623040936887264,4.402325216680765,4.439321218058467,4.9133690018206835,5.159377327887341,5.2472819574177265,5.205419922946021
madison_avenue/south_to_north/017_n00739_N_L.jpg,5.188943492248654,5.0440055802464485,5.381242680596188,4.343167312443256,4.228632116690278,5.041290437802672,6.265320398262702,6.303573938901536,6.006030905526131
east_39th_street/west_to_east/025_n00526_E_R.jpg,5.846373094653245,5.796310681907926,5.870755226351321,4.880579459946603,4.910467028152198,5.189863839186728,5.328479993157089,5.786922863451764,5.473083121469244
east_35th_street/east_to_west/003_n00358_W_R.jpg,1.9114292962476611,1.7096036979928613,1.7725152829661965,4.44093516562134,4.491839413531125,4.97908206935972,4.423823606222868,4.378370754420757,4.6195689011365175
east_39th_street/west_to_east/007_n00508_E_L.jpg,4.938419771846384,4.765361502766609,5.344188794493675,5.025421726983041,4.924599715508521,5.3289993978105485,6.716565372887999,6.6908882221905515,6.4563654601806775
east_40th_street/east_to_west/040_n00555_W_L.jpg,4.500056836754084,4.310262257233262,4.8819196643307805,4.2767439521849155,4.37817008793354,4.9392967484891415,6.254359007813036,6.09341439162381,5.890965341357514
east_39th_street/east_to_west/039_n00510_W_R.jpg,5.619462139206007,5.322317346697673,5.718126560677774,5.197335515869781,5.109528459608555,5.433430383447558,6.3892182930139825,6.185367440804839,6.278834477765486
east_36th_street/east_to_west/020_n00388_W_R.jpg,3.2921707136556506,3.2279335339553654,4.014097332954407,3.2704454883933067,3.464022624772042,4.40034524910152,4.711138402111828,4.729452908039093,4.974560108501464
east_37th_street/east_to_west/026_n00429_W_L.jpg,3.946494451723993,3.806073620915413,4.769163155928254,3.374834066722542,3.28184682270512,4.489100098609924,4.851567826233804,4.817137245088816,5.109498301986605
east_42nd_street/east_to_west/027_n00662_W_R.jpg,4.458226690068841,4.340028822422028,4.805574557743967,4.883136458694935,4.944059822708368,5.1925634909421206,6.572364768013358,6.703068848699331,6.383712772279978
east_42nd_street/east_to_west/040_n00649_W_L.jpg,5.412814405979589,5.2612945144064724,5.588705359958112,5.169571001082659,5.1721588228829205,5.497302533825859,6.624564995523542,6.5879383977735415,6.440851082210429
3rd_avenue/south_to_north/012_n00091_N_R.jpg,4.786730976309627,4.66465509776026,4.878187830094248,5.234649255871773,5.228886298835278,5.483741033356637,4.917547729332,4.879037865437567,5.105826383922249
east_35th_street/west_to_east/006_n00319_E_L.jpg,3.604685381986201,3.8460351321846247,4.13345308508724,5.155182846821845,5.185483505949378,5.349783760961145,4.788197388872504,4.754589821211994,5.019600561819971
1st_avenue/south_to_north/001_n00000_N_R.jpg,5.1200287425890565,4.916206455323845,5.141037859022617,4.94332293048501,4.841506662778556,5.3289993978105485,6.182647409033962,6.313958035199903,6.071098975138739
Park_Ave_Tunnel_Segment/west_to_east/047_n00198_E_L.jpg,3.5754502583295107,3.443575819954276,3.9188397638499737,4.993561925366521,5.232615813612938,5.341197602450848,5.040830928832293,5.199753273278475,5.301020702347159
tudor_city_place/north_to_south/006_n00760_S_L.jpg,4.907515276223421,4.876932634040713,5.07273250259459,5.143133556935936,5.297579261474311,5.3593313856981695,5.261765888426453,5.280851537594572,5.307278990978375
east_35th_street/west_to_east/024_n00337_E_R.jpg,5.600493689416908,5.553700811113231,5.754137561656535,5.006956179160625,5.036147368140519,5.3778398828580976,5.125506775453687,5.048478696495295,5.266225547296926
3rd_avenue/north_to_south/029_n00085_S_L.jpg,5.513751574209891,5.5056109870783985,5.680635007796809,5.006956179160625,5.026997631415725,5.366692605894059,5.124008278362453,5.0004418939352036,5.275238923495635
madison_avenue/south_to_north/001_n00723_N_L.jpg,5.402880826033652,5.593084781663492,5.661242727423087,4.8377185091376305,4.8377185091376305,5.1465501030907035,6.06938367523253,6.092923957854509,6.007473542820662
2nd_avenue/north_to_south/025_n00055_S_R.jpg,5.113838494289666,5.0281863966956735,5.1910354781430215,4.872738100588322,5.002440486103296,5.266315775923431,4.565337622538209,4.638446133583784,4.764370200224221
1st_avenue/south_to_north/017_n00016_N_R.jpg,4.152293771505356,4.033807275816798,4.271239742636681,4.633170410990715,4.1890140399336815,4.95309211499989,4.119032673537731,4.102088451385498,4.544692162424326
Park_Ave_East/south_to_north/027_n00140_N_R.jpg,5.211897891014814,5.021583169698715,5.31184754264541,5.153264181688428,5.120843897107989,5.4501745770685375,6.824598966049962,6.809454439848196,6.699140853888821
east_35th_street/east_to_west/044_n00317_W_R.jpg,3.95015687122941,3.447362747043371,4.626742884516716,3.271000150591135,3.408824668265879,4.472946282476187,4.90790384169668,4.83914215862751,5.109995462931693
3rd_avenue/north_to_south/030_n00084_S_R.jpg,5.2574439068557695,5.14565488032531,5.4183550528250635,4.874464522115886,4.935468221083283,5.246229873970151,5.008656570222229,4.979307111352682,5.160968903452158
2nd_avenue/south_to_north/026_n00071_N_L.jpg,5.108628829708323,4.927039330359548,5.241025692317635,4.933908581733704,4.865366171114147,5.275658362079412,5.066497302614152,4.885497284121811,5.24127938458696
3rd_avenue/north_to_south/027_n00087_S_L.jpg,5.691635121940635,5.694633464387152,5.832049591175746,5.044072711374611,5.006757924798876,5.362988721113652,4.823040541727096,4.919582408387214,5.027248561382294
Park_Ave_West/south_to_north/005_n00213_N_L.jpg,4.5620662700384855,4.608688713982701,4.784289761446416,4.781504610553384,4.732104202732444,5.104329097084701,5.218753315042704,5.254052790813148,5.327187787275761
east_40th_street/east_to_west/029_n00566_W_R.jpg,4.257731938734651,3.9741910761222243,4.559741350822151,3.8937839698046446,3.841667144559324,4.770515107549727,4.965400142595172,4.907630372792482,5.161017335020006
east_42nd_street/west_to_east/036_n00676_E_R.jpg,5.141037859022617,5.149368448415771,5.471582163125277,4.629316506907344,4.641001338139176,5.196136367507279,6.014937703264877,6.10806017415598,5.934969899710268
east_41st_street/west_to_east/042_n00636_E_R.jpg,3.41989719029516,3.427074900828302,3.763640279881656,3.911242200061679,4.019958112388849,4.722752422094345,4.971766564063728,4.959573888452724,5.078671735478565
east_41st_street/west_to_east/006_n00600_E_L.jpg,4.322611989453435,4.5828368896618485,5.042227352038026,3.5211592400446534,3.5068762190639973,4.597380563616753,5.299120281357318,5.40520151425153,5.394353616749868
east_42nd_street/east_to_west/046_n00643_W_R.jpg,5.7619808882591315,5.6175426203990355,5.850898656644858,5.105305169709027,5.1885059424676,5.500878066988662,6.36851306213066,6.362285781884566,6.263315901858732
Park_Ave_Tunnel_Segment/east_to_west/019_n00183_W_R.jpg,2.605956183746457,2.4097596164792776,2.9205345306545496,5.722381563857198,5.723574426025152,5.782008508220315,5.263352564536035,5.09473352599889,5.329356817062944
Park_Ave_East/south_to_north/008_n00121_N_R.jpg,5.011993703898042,4.97473310213536,5.0843435218557715,4.635246927849948,4.631179064977914,5.128648464102298,5.060963431373239,4.986789191607386,5.204342808574438
east_39th_street/west_to_east/012_n00513_E_L.jpg,4.795512300450355,4.528107013553381,5.084960957989097,5.201567265205085,5.212871205061674,5.468151353299618,5.755501655861735,5.657867272384465,5.500586641486734
east_35th_street/east_to_west/029_n00332_W_L.jpg,5.194895692635328,5.15102759632282,5.36163545132149,5.004135967232287,5.1351435096003115,5.344467171467841,5.408642304362729,5.5259389681741595,5.405175257939845
Tunnel_Exit_Street/north_to_south/009_n00258_S_L.jpg,3.2984888991340995,3.189178681001067,3.4051512517035007,5.2537841983139515,5.253252035006881,5.433831926435232,4.973250245675445,4.994827603921294,5.231469553895295
madison_avenue/south_to_north/011_n00733_N_L.jpg,4.20587177015841,4.048547447659075,4.553234527818859,5.131234179949388,5.061241812771186,5.357534748502076,4.860180705785751,4.841794744599611,5.0907394082751125
east_41st_street/east_to_west/013_n00628_W_L.jpg,4.809209947939962,4.90413678670302,5.035855625290424,3.2281248113140464,3.363097034394741,4.151477076113224,5.115746007300913,5.136141414754093,5.212815809063613
east_40th_street/east_to_west/012_n00583_W_L.jpg,5.4623559368774295,5.262511137174442,5.583728978410363,5.26546113146469,5.26217102073133,5.435738671105355,5.269416745984927,5.277544827433303,5.404232077533379
east_42nd_street/east_to_west/024_n00665_W_L.jpg,5.651793069962878,5.46553090820089,5.73171810049098,4.8970522419549525,4.836622003465891,5.362988721113652,6.320779034169391,6.2368539575254545,6.261535832891241
Park_Ave_East/north_to_south/004_n00148_S_R.jpg,5.0281421090476215,5.019351956900209,5.211538956034929,4.760952457785606,4.855547657236457,5.262933310121298,6.016309975413606,6.2347761114360765,5.904124474385753
east_34th_street/east_to_west/040_n00274_W_R.jpg,5.367539693135768,5.21918283472769,5.565567919402383,4.19831127859652,4.191579844802618,4.802858465351164,5.1422648867592216,5.037931900471449,5.2866234024986625
lexington_avenue/south_to_north/001_n00689_N_R.jpg,3.9390712324529886,3.979614205658436,4.23700737953186,5.019756015390158,5.022711921017617,5.405828546732664,5.157306698150933,5.1173047153279185,5.273870206670836
1st_avenue/north_to_south/004_n00042_S_R.jpg,4.201034093275666,4.053150224499404,4.5388532020151615,5.266581648029387,5.161507572047412,5.381463853176683,5.483987237792462,5.494907280895859,5.510633012745529
