file,node_id,side,green_eye_level__a2_argmax,green_eye_level__a2_ev,green_eye_level__a2_p4,green_eye_level__a7_argmax,green_eye_level__a7_ev,green_eye_level__a7_p4,vertical_greenery__a2_argmax,vertical_greenery__a2_ev,vertical_greenery__a2_p4,vertical_greenery__a7_argmax,vertical_greenery__a7_ev,vertical_greenery__a7_p4,sky_openness__a2_argmax,sky_openness__a2_ev,sky_openness__a2_p4,sky_openness__a7_argmax,sky_openness__a7_ev,sky_openness__a7_p4,facade_variation__a2_argmax,facade_variation__a2_ev,facade_variation__a2_p4,facade_variation__a7_argmax,facade_variation__a7_ev,facade_variation__a7_p4,walkable_ground__a2_argmax,walkable_ground__a2_ev,walkable_ground__a2_p4,walkable_ground__a7_argmax,walkable_ground__a7_ev,walkable_ground__a7_p4
madison_avenue/north_to_south/09_n00748_S_R.jpg,n00748,R,1,1.9153731558471918,0.03152361139655113,2,2.2088673254474998,0.05682417377829552,1,1.5955736292526126,0.020303040742874146,1,1.8931333012878895,0.03790229186415672,3,3.2625895207747817,0.1686846911907196,2,3.481593992561102,0.1757839322090149,7,4.884063847362995,0.12806878983974457,6,5.653903585625812,0.08963117003440857,6,4.810662612318993,0.14809530973434448,4,4.605657106731087,0.3015243113040924
madison_avenue/south_to_north/02_n00724_N_L.jpg,n00724,L,1,1.7014357168227434,0.02165202423930168,1,1.796409782487899,0.024127762764692307,1,1.3699538353830576,0.009420717135071754,1,1.4288301579654217,0.013571870513260365,3,3.0758495898917317,0.13534016907215118,2,2.806606658734381,0.12369741499423981,7,4.35445911437273,0.1372660994529724,6,5.274438095046207,0.14626525342464447,5,4.249149467796087,0.17801208794116974,4,4.331409742124379,0.3220142722129822
1st_avenue_west_branch/south_to_north/2_n00028_N_L.jpg,n00028,L,1,3.135824352502823,0.09321513772010803,4,3.1944010271690786,0.24240463972091675,1,2.1697779074311256,0.04351606220006943,1,2.160802820697427,0.060521893203258514,3,3.456865832209587,0.14366920292377472,2,3.309264788404107,0.14490090310573578,3,3.905125416815281,0.14328700304031372,6,4.940544453449547,0.19781148433685303,6,4.376247890293598,0.1089240163564682,6,4.566675130277872,0.1900506466627121
east_42nd_street/east_to_west/35_n00652_W_L.jpg,n00652,L,1,1.7415282037109137,0.015702985227108,1,1.710468739271164,0.016312703490257263,1,1.4996261028572917,0.013424894772469997,1,1.5701678348705173,0.018330372869968414,3,2.931392145343125,0.13415439426898956,2,2.677918280940503,0.1154881939291954,7,5.0640373937785625,0.12202339619398117,6,5.46837917342782,0.10239848494529724,3,3.393770281225443,0.1417943388223648,3,3.5842709690332413,0.20803508162498474
east_39th_street/west_to_east/35_n00536_E_L.jpg,n00536,L,1,1.8458171049132943,0.030353695154190063,1,2.0777975721284747,0.04088905081152916,1,1.7634827992878854,0.031387586146593094,1,2.117730600759387,0.06144041195511818,3,2.951195202767849,0.13572879135608673,2,2.904286311008036,0.14042040705680847,7,4.5412671491503716,0.1393636167049408,6,5.310965422540903,0.1419794261455536,3,3.4656943418085575,0.13695751130580902,3,3.8959646597504616,0.21893341839313507
madison_avenue/south_to_north/16_n00738_N_L.jpg,n00738,L,1,1.6035468075424433,0.016485540196299553,1,1.5766938142478466,0.014300084672868252,1,1.4858752726577222,0.016231346875429153,1,1.6500475816428661,0.026788122951984406,3,2.905809624120593,0.13254477083683014,2,2.832093392498791,0.13734975457191467,7,4.737368352711201,0.12433033436536789,6,5.196619771886617,0.1421431601047516,1,2.856686867773533,0.1099463701248169,3,3.1750399731099606,0.14583075046539307
east_42nd_street/east_to_west/28_n00659_W_L.jpg,n00659,L,1,2.2102871295064688,0.05566583573818207,2,2.5267684417776763,0.10838942229747772,1,1.8300379887223244,0.03751276433467865,1,1.951495097950101,0.05117888003587723,3,3.3169366531074047,0.16327352821826935,2,3.039882536046207,0.14483770728111267,5,4.707408029586077,0.14876249432563782,6,5.235149142099544,0.15441590547561646,5,4.265503361821175,0.16386675834655762,4,4.303634449839592,0.32053789496421814
east_40th_street/east_to_west/44_n00551_W_R.jpg,n00551,R,1,1.8214359283447266,0.022174660116434097,1,1.8955484544858336,0.030044781044125557,1,1.3527170927263796,0.009178965352475643,1,1.5117230182513595,0.017743034288287163,3,3.0458538131788373,0.14599427580833435,2,2.7700189342722297,0.13676178455352783,7,4.6749499551951885,0.14369064569473267,6,5.195902042556554,0.14023298025131226,6,4.617184937000275,0.1570388674736023,4,4.354959545191377,0.3794150650501251
east_38th_street/east_to_west/32_n00470_W_L.jpg,n00470,L,3,2.9133413028903306,0.14023159444332123,3,3.2728293731343,0.2568100690841675,1,2.0266028866171837,0.05228679999709129,3,2.877348684705794,0.15200988948345184,3,3.7797198444604874,0.18264801800251007,2,3.7670435048639774,0.18816767632961273,7,4.762533579021692,0.13975399732589722,6,5.464545162976719,0.12638413906097412,6,4.6678426917642355,0.14999623596668243,5,4.535445022396743,0.27015548944473267
east_41st_street/east_to_west/31_n00608_W_L.jpg,n00608,L,1,1.811740018427372,0.023567838594317436,1,1.7767156660556793,0.021464766934514046,1,1.6600471516139805,0.025135383009910583,1,2.3235444771125913,0.08524147421121597,3,2.7645404851064086,0.10933725535869598,2,2.454582510050386,0.08411428332328796,5,4.540358778089285,0.1482105255126953,6,5.305526606272906,0.11442965269088745,3,3.9804977253079414,0.15554751455783844,4,4.046867590397596,0.32429519295692444
