file,node_id,side,GVI,VEI,face_id,variant,vertical_greenery,vertical_hardscape,green_eye_level,green_softening,signage_detail,enclosure,facade_variation,walking_room,ground_floor_activity,rest_affordance
3rd_avenue/north_to_south/24_n00090_S.jpg,n00090,W,0.4190831161712532,0.8948716968585668,f3,full,1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0
3rd_avenue/north_to_south/24_n00090_S.jpg,n00090,W,0.4190831161712532,0.8948716968585668,f3,solo,1.0,,1.0,,,3.0,,,,
3rd_avenue/north_to_south/12_n00102_S.jpg,n00102,W,2.0959043738188905,0.8999478600475814,f3,full,1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,1.0,1.0
3rd_avenue/north_to_south/12_n00102_S.jpg,n00102,W,2.0959043738188905,0.8999478600475814,f3,solo,2.0,,3.0,,,3.0,,,,
Park_Ave_East/north_to_south/25_n00116_S.jpg,n00116,W,4.783022970259078,0.849431576972012,f4,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
Park_Ave_East/north_to_south/25_n00116_S.jpg,n00116,W,4.783022970259078,0.849431576972012,f4,solo,1.0,,2.0,,,3.0,,,,
Park_Ave_East/north_to_south/19_n00122_S.jpg,n00122,W,27.14064845671448,0.9079806916925328,f4,full,3.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,3.0,2.0
Park_Ave_East/north_to_south/19_n00122_S.jpg,n00122,W,27.14064845671448,0.9079806916925328,f4,solo,3.0,,5.0,,,3.0,,,,
Tunnel_Exit_Street/north_to_south/04_n00263_S.jpg,n00263,W,0.0726668517417627,0.9463748601763798,f14,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
Tunnel_Exit_Street/north_to_south/04_n00263_S.jpg,n00263,W,0.0726668517417627,0.9463748601763798,f14,solo,1.0,,1.0,,,3.0,,,,
east_34th_street/east_to_west/43_n00271_W.jpg,n00271,W,0.804102844016135,0.9286648141011012,f15,full,1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,1.0,1.0
east_34th_street/east_to_west/43_n00271_W.jpg,n00271,W,0.804102844016135,0.9286648141011012,f15,solo,1.0,,2.0,,,7.0,,,,
east_34th_street/east_to_west/39_n00275_W.jpg,n00275,W,2.963876855242445,0.842386350529492,f15,full,1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,1.0,1.0
east_34th_street/east_to_west/39_n00275_W.jpg,n00275,W,2.963876855242445,0.842386350529492,f15,solo,1.0,,1.0,,,3.0,,,,
east_34th_street/east_to_west/21_n00293_W.jpg,n00293,W,4.605819468588085,0.9021663011273394,f15,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_34th_street/east_to_west/21_n00293_W.jpg,n00293,W,4.605819468588085,0.9021663011273394,f15,solo,1.0,,2.0,,,3.0,,,,
east_34th_street/east_to_west/12_n00302_W.jpg,n00302,W,3.9651415129373992,0.637960909408509,f15,full,1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0
east_34th_street/east_to_west/12_n00302_W.jpg,n00302,W,3.9651415129373992,0.637960909408509,f15,solo,1.0,,2.0,,,3.0,,,,
east_34th_street/east_to_west/03_n00311_W.jpg,n00311,W,2.7339123969347554,0.8770408971159032,f15,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_34th_street/east_to_west/03_n00311_W.jpg,n00311,W,2.7339123969347554,0.8770408971159032,f15,solo,1.0,,2.0,,,3.0,,,,
east_34th_street/east_to_west/02_n00312_W.jpg,n00312,W,1.61686151884395,0.8388295087366558,f15,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_34th_street/east_to_west/02_n00312_W.jpg,n00312,W,1.61686151884395,0.8388295087366558,f15,solo,1.0,,2.0,,,3.0,,,,
east_35th_street/east_to_west/40_n00320_W.jpg,n00320,W,1.6649049454125913,0.8927107947993884,f16,full,3.0,6.0,2.0,3.0,3.0,6.0,4.0,4.0,2.0,1.0
east_35th_street/east_to_west/40_n00320_W.jpg,n00320,W,1.6649049454125913,0.8927107947993884,f16,solo,1.0,,2.0,,,3.0,,,,
east_35th_street/east_to_west/37_n00323_W.jpg,n00323,W,7.672129977676141,0.869035711668921,f16,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
