file,field,typology,old_ev,old_ent,old_bim,old_dec,new_ev,new_ent,new_bim,new_dec
east_42nd_street/west_to_east/011_n00651_E_L.jpg,resting_affordance,mid_block,2.7134462371468544,0.8843817164472413,0,0,2.8782367575913668,0.8856612844848796,0,0
east_42nd_street/west_to_east/011_n00651_E_L.jpg,walkable_ground,mid_block,4.3815580708906054,0.8347102538070559,0,0,3.663264052942395,0.943539760640567,0,0
east_42nd_street/west_to_east/011_n00651_E_L.jpg,green_softening,mid_block,3.5461061522364616,0.9426202261815757,0,0,2.0800573602318764,0.7073646555926829,0,0
east_42nd_street/west_to_east/011_n00651_E_L.jpg,vertical_greenery,mid_block,1.567544087767601,0.5011543666624808,0,1,1.567544087767601,0.5011543666624808,0,1
east_41st_street/west_to_east/026_n00620_E_L.jpg,resting_affordance,mid_block,2.315749523229897,0.79706925469267,0,0,2.2152011040598154,0.7501595810251859,0,0
east_41st_street/west_to_east/026_n00620_E_L.jpg,walkable_ground,mid_block,3.920379748567939,0.8475238837901334,0,0,3.788163013756275,0.9251615687978255,0,0
east_41st_street/west_to_east/026_n00620_E_L.jpg,green_softening,mid_block,3.0068241246044636,0.8827185904317386,0,0,1.8617242444306612,0.6032175456481845,0,0
east_41st_street/west_to_east/026_n00620_E_L.jpg,vertical_greenery,mid_block,1.6999136698432267,0.5842677231567523,0,1,1.6999136698432267,0.5842677231567523,0,1
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,resting_affordance,avenue_canyon,1.7783799562603235,0.6030675163417176,0,1,1.55917127430439,0.5032210218906001,0,1
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,walkable_ground,avenue_canyon,3.6123447194695473,0.9774628632338521,1,0,4.593047387897968,0.956271729102403,0,0
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,green_softening,avenue_canyon,3.7002976574003696,0.9400329710978595,1,0,3.3681361973285675,0.9552863998393506,0,0
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,vertical_greenery,avenue_canyon,1.6355048436671495,0.5366618742999294,0,1,1.6355048436671495,0.5366618742999294,0,1
east_40th_street/west_to_east/032_n00580_E_R.jpg,resting_affordance,mid_block,2.847576239146292,0.8812396163538593,1,0,2.611887004226446,0.818046831387474,0,0
east_40th_street/west_to_east/032_n00580_E_R.jpg,walkable_ground,mid_block,3.990646153688431,0.8284747564780467,0,0,4.7015068251639605,0.8650713702855117,0,0
east_40th_street/west_to_east/032_n00580_E_R.jpg,green_softening,mid_block,3.6724589820951223,0.8818192109918684,1,0,2.499669263139367,0.813577073013262,0,0
east_40th_street/west_to_east/032_n00580_E_R.jpg,vertical_greenery,mid_block,1.9881454454734921,0.6849611572411513,1,0,1.9881454454734921,0.6849611572411513,1,0
Tunnel_Exit_Street/south_to_north/021_n00266_N_R.jpg,resting_affordance,other,2.570876020938158,0.8574824848640284,0,0,2.510764083825052,0.8288961740359015,0,0
Tunnel_Exit_Street/south_to_north/021_n00266_N_R.jpg,walkable_ground,other,4.397490089759231,0.8373142332683406,0,0,3.929429294541478,0.9160024909900394,1,0
Tunnel_Exit_Street/south_to_north/021_n00266_N_R.jpg,green_softening,other,3.6711270045489073,0.8895057471746862,1,0,2.5162637904286385,0.8015920042265774,0,0
Tunnel_Exit_Street/south_to_north/021_n00266_N_R.jpg,vertical_greenery,other,3.162844150327146,0.8517101854060675,0,0,3.162844150327146,0.8517101854060675,0,0
3rd_avenue/north_to_south/023_n00091_S_R.jpg,resting_affordance,avenue_secondary,3.9034758899360895,0.8553630835220389,0,0,3.828464837744832,0.9024448406202564,1,0
3rd_avenue/north_to_south/023_n00091_S_R.jpg,walkable_ground,avenue_secondary,4.4518908355385065,0.8215712029681381,0,0,4.717438598163426,0.8494063870806293,0,0
