file,node_id,side,GVI,VEI,face_id,variant,vertical_greenery,green_eye_level,enclosure
1st_avenue/north_to_south/21_n00014_S_L.jpg,n00014,L,11.544927849505664,0.714707182126892,f1,solo,1.0,1.0,3.0
1st_avenue/north_to_south/10_n00027_S_L.jpg,n00027,L,0.0948283243357292,0.531274004450575,f1,solo,1.0,1.0,3.0
1st_avenue/north_to_south/08_n00031_S_L.jpg,n00031,L,0.1900392824759325,0.5824531313236516,f1,solo,1.0,1.0,3.0
1st_avenue/north_to_south/04_n00039_S_L.jpg,n00039,L,1.7744910366568585,0.5980649727436176,f1,solo,2.0,3.0,3.0
2nd_avenue/north_to_south/17_n00063_S_L.jpg,n00063,L,3.622861298568729,0.8306809111043749,f2,solo,1.0,1.0,3.0
2nd_avenue/north_to_south/13_n00067_S_L.jpg,n00067,L,0.0223825516708892,0.8809695721744752,f2,solo,1.0,1.0,3.0
3rd_avenue/north_to_south/12_n00102_S_L.jpg,n00102,L,2.0959043738188905,0.8999478600475814,f3,solo,2.0,3.0,3.0
3rd_avenue/north_to_south/05_n00109_S_L.jpg,n00109,L,0.5331674539378376,0.8987257356780256,f3,solo,1.0,1.0,3.0
Park_Ave_East/north_to_south/22_n00117_S_L.jpg,n00117,L,8.482451273457235,0.8849640910754822,f4,solo,2.0,3.0,3.0
east_34th_street/east_to_west/46_n00268_W_L.jpg,n00268,L,0.1849465880575287,0.9158744603519064,f15,solo,1.0,1.0,3.0
east_34th_street/east_to_west/44_n00270_W_L.jpg,n00270,L,0.0733134758139743,0.937323118148722,f15,solo,1.0,2.0,3.0
east_34th_street/east_to_west/42_n00272_W_L.jpg,n00272,L,0.4998325628357205,0.9201551936260268,f15,solo,1.0,2.0,3.0
east_34th_street/east_to_west/30_n00284_W_L.jpg,n00284,L,2.7496719834651278,0.9029837491290316,f15,solo,1.0,1.0,3.0
east_34th_street/east_to_west/29_n00285_W_L.jpg,n00285,L,1.3106253469175748,0.9261678327651764,f15,solo,1.0,1.0,3.0
east_34th_street/east_to_west/26_n00288_W_L.jpg,n00288,L,4.631744831510504,0.9212481047892108,f15,solo,1.0,2.0,3.0
east_34th_street/east_to_west/20_n00294_W_L.jpg,n00294,L,3.491646893706935,0.8749382907821146,f15,solo,1.0,2.0,3.0
east_34th_street/east_to_west/18_n00296_W_L.jpg,n00296,L,3.491671596180453,0.8915579693478789,f15,solo,2.0,2.0,3.0
east_35th_street/east_to_west/45_n00316_W_L.jpg,n00316,L,6.549476249263984,0.93930787065595,f16,solo,1.0,1.0,3.0
east_35th_street/east_to_west/29_n00332_W_L.jpg,n00332,L,4.022018439249885,0.9089593574032474,f16,solo,1.0,3.0,3.0
east_35th_street/east_to_west/16_n00345_W_L.jpg,n00345,L,7.2529913670032276,0.829783726997147,f16,solo,1.0,1.0,3.0
east_36th_street/east_to_west/31_n00377_W_L.jpg,n00377,L,1.9639273653561808,0.7698148213524176,f17,solo,1.0,1.0,3.0
east_36th_street/east_to_west/14_n00394_W_L.jpg,n00394,L,5.012017685608809,0.7615069670237822,f17,solo,1.0,2.0,3.0
east_36th_street/east_to_west/08_n00400_W_L.jpg,n00400,L,6.69588195438706,0.4880169207942819,f17,solo,2.0,2.0,3.0
east_36th_street/east_to_west/06_n00402_W_L.jpg,n00402,L,3.608770001102164,0.4713571057628238,f17,solo,3.0,3.0,3.0
east_37th_street/east_to_west/08_n00438_W_L.jpg,n00438,L,2.048509439492223,0.6968812805053648,f18,solo,1.0,1.0,3.0
east_37th_street/east_to_west/02_n00444_W_L.jpg,n00444,L,7.479514881056557,0.5775686029736506,f18,solo,1.0,1.0,3.0
east_37th_street/east_to_west/01_n00445_W_L.jpg,n00445,L,6.892791263170178,0.5899872469669949,f18,solo,1.0,3.0,3.0
east_38th_street/east_to_west/37_n00465_W_L.jpg,n00465,L,4.596592588998024,0.8954366349224304,f20,solo,3.0,3.0,3.0
