file,node_id,side,green_eye_level__1-7_argmax,green_eye_level__1-7_ev01,green_eye_level__1-7_am01,green_eye_level__1-7_top,green_eye_level__1-7_H,vertical_greenery__1-7_argmax,vertical_greenery__1-7_ev01,vertical_greenery__1-7_am01,vertical_greenery__1-7_top,vertical_greenery__1-7_H,sky_openness__1-7_argmax,sky_openness__1-7_ev01,sky_openness__1-7_am01,sky_openness__1-7_top,sky_openness__1-7_H,facade_variation__1-7_argmax,facade_variation__1-7_ev01,facade_variation__1-7_am01,facade_variation__1-7_top,facade_variation__1-7_H,green_eye_level__0-9_argmax,green_eye_level__0-9_ev01,green_eye_level__0-9_am01,green_eye_level__0-9_top,green_eye_level__0-9_H,vertical_greenery__0-9_argmax,vertical_greenery__0-9_ev01,vertical_greenery__0-9_am01,vertical_greenery__0-9_top,vertical_greenery__0-9_H,sky_openness__0-9_argmax,sky_openness__0-9_ev01,sky_openness__0-9_am01,sky_openness__0-9_top,sky_openness__0-9_H,facade_variation__0-9_argmax,facade_variation__0-9_ev01,facade_variation__0-9_am01,facade_variation__0-9_top,facade_variation__0-9_H
madison_avenue/north_to_south/09_n00748_S_R.jpg,n00748,R,1,0.15256219574560723,0.0,0.5765066146850586,0.6619544785909369,1,0.09926226634221773,0.0,0.6723443865776062,0.5298170092651516,3,0.37709828310956556,0.3333333333333333,0.3201073110103607,0.8648957336903134,7,0.6473440521707138,1.0,0.24303187429904938,0.9376616013861278,0,0.12949244724586606,0.0,0.5231051445007324,0.6321395917160774,0,0.09738735034544435,0.0,0.5837706327438354,0.5537806429567207,3,0.42926045869373614,0.3333333333333333,0.24031034111976624,0.8468803177367029,6,0.6321676613556014,0.6666666666666666,0.18592296540737152,0.9153361233671422
madison_avenue/south_to_north/02_n00724_N_L.jpg,n00724,L,1,0.11690594504276912,0.0,0.673574686050415,0.5623022442177317,1,0.06165899351860086,0.0,0.8091920018196106,0.374558332996608,3,0.3459749378574391,0.3333333333333333,0.28651511669158936,0.8850709690920188,7,0.5590765550732613,1.0,0.1847117394208908,0.9859758164620925,0,0.07533098700352842,0.0,0.740048348903656,0.43577811029164487,0,0.04497812776308921,0.0,0.8229038715362549,0.31885507427752297,3,0.39141467368851107,0.3333333333333333,0.2380940467119217,0.8719833390605988,6,0.5805291914277606,0.6666666666666666,0.1523440182209015,0.9546101074171632
1st_avenue_west_branch/south_to_north/2_n00028_N_L.jpg,n00028,L,1,0.35597075646122295,0.0,0.2739745080471039,0.9462570125345415,1,0.19496297898391882,0.0,0.5301341414451599,0.7369348866703673,3,0.4094776293883721,0.3333333333333333,0.2521473169326782,0.9334083409984631,3,0.4841875818868478,0.3333333333333333,0.18113172054290771,0.9934644168796204,0,0.3139780983328819,0.0,0.2465238869190216,0.910209769744575,0,0.14719396881345245,0.0,0.5855572819709778,0.6385456958405356,3,0.4309108230388827,0.3333333333333333,0.21150796115398407,0.9087330270237555,3,0.5270856618881226,0.3333333333333333,0.14772045612335205,0.9653950301709929
east_42nd_street/east_to_west/35_n00652_W_L.jpg,n00652,L,1,0.12358801160007715,0.0,0.7219643592834473,0.5280500450812285,1,0.08327103840808074,0.0,0.7445171475410461,0.46035144937360145,3,0.32189872364203137,0.3333333333333333,0.3168303072452545,0.8508512997888085,7,0.6773395979156097,1.0,0.30201083421707153,0.9157738632351456,0,0.06385453423071238,0.0,0.8315005898475647,0.33248590038864645,0,0.06461863840619723,0.0,0.7552424669265747,0.4081779990335909,3,0.3716843020843549,0.3333333333333333,0.2605721056461334,0.837570066826227,6,0.6447227911816703,0.6666666666666666,0.17877309024333954,0.9155775876796476
east_39th_street/west_to_east/35_n00536_E_L.jpg,n00536,L,1,0.14096950755144158,0.0,0.5817514061927795,0.6409270350707086,1,0.12724714120849967,0.0,0.5830584168434143,0.6132862948204983,3,0.3251992153624694,0.3333333333333333,0.31068629026412964,0.857175258660708,7,0.5902111269533634,1.0,0.19348719716072083,0.9734748036904894,0,0.13130181396587026,0.0,0.5260324478149414,0.635048553292203,0,0.13434116154288253,0.0,0.4839058220386505,0.6527673950645714,3,0.38110996689647436,0.3333333333333333,0.2545221447944641,0.8509725786967527,6,0.6049915955712398,0.6666666666666666,0.1717410683631897,0.9402182338373801
madison_avenue/south_to_north/16_n00738_N_L.jpg,n00738,L,1,0.10059110975513856,0.0,0.7346238493919373,0.49647108148235186,1,0.08097921079024673,0.0,0.7346869111061096,0.46426578075431285,3,0.3176348889246583,0.3333333333333333,0.29406338930130005,0.8625138882695551,7,0.6228947105507056,1.0,0.24726037681102753,0.9574587310795792,0,0.060794835082358785,0.0,0.8155063986778259,0.34987296170503496,0,0.09261327278282908,0.0,0.6444001197814941,0.5261406414214829,3,0.3712085730706652,0.3333333333333333,0.25032633543014526,0.8540018064817011,6,0.6507799612979094,0.6666666666666666,0.1710025519132614,0.9230421690487823
east_42nd_street/east_to_west/28_n00659_W_L.jpg,n00659,L,1,0.20171454548835754,0.0,0.4588583707809448,0.7675507282840986,1,0.13833966913322607,0.0,0.5777009129524231,0.638979227067802,3,0.38615613617002964,0.3333333333333333,0.3003059923648834,0.8860159270553726,5,0.6179012910773357,0.6666666666666666,0.20333421230316162,0.9518654375969128,0,0.16803080174658033,0.0,0.4439862072467804,0.7185755320831249,0,0.1391179818763501,0.0,0.5045868158340454,0.6601701089694172,3,0.42090141483479077,0.3333333333333333,0.22904671728610992,0.8742106713188759,6,0.6266102205134101,0.6666666666666666,0.1880088746547699,0.9174607401031186
east_40th_street/east_to_west/44_n00551_W_R.jpg,n00551,R,1,0.1369060172388951,0.0,0.6582437753677368,0.596428734845917,1,0.05878618258672456,0.0,0.8008425235748291,0.3751919908697976,3,0.34097568814953166,0.3333333333333333,0.3139370381832123,0.8591604974134109,7,0.6124916871388754,1.0,0.21570520102977753,0.9573076603283551,0,0.07925707060429785,0.0,0.7630317807197571,0.4219462278645663,0,0.0485740159250175,0.0,0.7870701551437378,0.35307086245956804,3,0.38593450338683194,0.3333333333333333,0.2691282629966736,0.8346065894008158,6,0.5881723949892653,0.6666666666666666,0.1744837462902069,0.9339907946662788
east_38th_street/east_to_west/32_n00470_W_L.jpg,n00470,L,3,0.3188902121813347,0.3333333333333333,0.30154529213905334,0.8526213883070026,1,0.17110049064892033,0.0,0.43779200315475464,0.7076722493647412,3,0.4632866680622101,0.3333333333333333,0.26575133204460144,0.9064653687354556,7,0.627089012414217,1.0,0.22332628071308136,0.9542377874919453,2,0.31264426186680794,0.2222222222222222,0.27225545048713684,0.8124492877280625,0,0.1604465877947708,0.0,0.3629623055458069,0.7017412656202475,5,0.47746316384938026,0.5555555555555556,0.21412639319896698,0.8825901663523747,6,0.6018714567439424,0.6666666666666666,0.16966450214385986,0.9346175457312851
east_41st_street/east_to_west/31_n00608_W_L.jpg,n00608,L,1,0.1352900139366587,0.0,0.6470237374305725,0.6026869601752116,1,0.11000787133040528,0.0,0.6381999254226685,0.5640506461803972,3,0.2940900734004875,0.3333333333333333,0.26641684770584106,0.8612477364908454,5,0.5900597957273325,0.6666666666666666,0.19634704291820526,0.9684419300100118,0,0.07929229410365224,0.0,0.7611823081970215,0.42411707693996537,0,0.11831527617242601,0.0,0.5524080395698547,0.6082493280080558,3,0.35179855095015633,0.3333333333333333,0.2337350994348526,0.8658592366750378,6,0.6118714453445541,0.6666666666666666,0.17747747898101807,0.9334828084239326
